Date,Open,Close,Volume
29/11/1993,0.71875,0.707031,4067200
30/11/1993,0.703125,0.695313,2953600
1/12/1993,0.710938,0.710938,6160000
2/12/1993,0.710938,0.71875,12566400
3/12/1993,0.75,0.753906,7225600
6/12/1993,0.757813,0.773438,2947200
7/12/1993,0.773438,0.75,1910400
8/12/1993,0.75,0.726563,5744000
9/12/1993,0.726563,0.726563,4995200
10/12/1993,0.726563,0.707031,2243200
13/12/1993,0.703125,0.703125,4284800
14/12/1993,0.695313,0.699219,4300800
15/12/1993,0.695313,0.703125,1875200
16/12/1993,0.710938,0.710938,2412800
17/12/1993,0.710938,0.707031,21984000
20/12/1993,0.710938,0.695313,5139200
21/12/1993,0.695313,0.65625,12278400
22/12/1993,0.671875,0.675781,8780800
23/12/1993,0.679688,0.6875,13635200
27/12/1993,0.695313,0.6875,3225600
28/12/1993,0.6875,0.695313,19132800
29/12/1993,0.679688,0.695313,8339200
30/12/1993,0.679688,0.679688,6412800
31/12/1993,0.6875,0.695313,10732800
3/01/1994,0.6875,0.703125,3024000
4/01/1994,0.703125,0.710938,12044800
5/01/1994,0.710938,0.664063,17699200
6/01/1994,0.671875,0.609375,65980800
7/01/1994,0.632813,0.648438,54998400
10/01/1994,0.648438,0.621094,17817600
11/01/1994,0.617188,0.679688,27456000
12/01/1994,0.695313,0.71875,27443200
13/01/1994,0.71875,0.734375,19040000
14/01/1994,0.734375,0.710938,3849600
17/01/1994,0.710938,0.710938,4326400
18/01/1994,0.726563,0.742188,68931200
19/01/1994,0.742188,0.75,10966400
20/01/1994,0.757813,0.75,4102400
21/01/1994,0.742188,0.75,10716800
24/01/1994,0.742188,0.734375,7088000
25/01/1994,0.75,0.742188,5641600
26/01/1994,0.742188,0.75,5462400
27/01/1994,0.75,0.75,7968000
28/01/1994,0.742188,0.734375,5001600
31/01/1994,0.75,0.75,4780800
1/02/1994,0.75,0.738281,5312000
2/02/1994,0.734375,0.75,10534400
3/02/1994,0.75,0.757813,11078400
4/02/1994,0.75,0.710938,13795200
7/02/1994,0.679688,0.710938,20320000
8/02/1994,0.710938,0.726563,4982400
9/02/1994,0.726563,0.695313,6928000
10/02/1994,0.695313,0.703125,10640000
11/02/1994,0.695313,0.703125,2150400
14/02/1994,0.710938,0.703125,5097600
15/02/1994,0.710938,0.699219,8342400
16/02/1994,0.703125,0.722656,11670400
17/02/1994,0.71875,0.71875,14774400
18/02/1994,0.726563,0.703125,9107200
22/02/1994,0.710938,0.726563,4838400
23/02/1994,0.726563,0.726563,6224000
24/02/1994,0.710938,0.699219,9264000
25/02/1994,0.6875,0.703125,8169600
28/02/1994,0.695313,0.726563,3206400
1/03/1994,0.710938,0.710938,6892800
2/03/1994,0.703125,0.71875,6720000
3/03/1994,0.734375,0.714844,16294400
4/03/1994,0.726563,0.703125,6729600
7/03/1994,0.703125,0.703125,7190400
8/03/1994,0.710938,0.710938,7580800
9/03/1994,0.71875,0.695313,7910400
10/03/1994,0.710938,0.703125,6710400
11/03/1994,0.703125,0.703125,6153600
14/03/1994,0.703125,0.695313,30617600
15/03/1994,0.695313,0.765625,54233600
16/03/1994,0.78125,0.761719,19302400
17/03/1994,0.765625,0.757813,7513600
18/03/1994,0.757813,0.726563,4588800
21/03/1994,0.742188,0.742188,6998400
22/03/1994,0.742188,0.773438,12326400
23/03/1994,0.773438,0.769531,13628800
24/03/1994,0.765625,0.742188,6572800
25/03/1994,0.742188,0.761719,8988800
28/03/1994,0.765625,0.78125,17526400
29/03/1994,0.789063,0.757813,22563200
30/03/1994,0.75,0.78125,16764800
31/03/1994,0.773438,0.761719,19068800
4/04/1994,0.734375,0.753906,18598400
5/04/1994,0.773438,0.804688,34361600
6/04/1994,0.789063,0.828125,13564800
7/04/1994,0.824219,0.84375,27616000
8/04/1994,0.851563,0.828125,11254400
11/04/1994,0.820313,0.831055,4489600
12/04/1994,0.835938,0.828125,6348800
13/04/1994,0.828125,0.804688,9500800
14/04/1994,0.804688,0.804688,5990400
15/04/1994,0.804688,0.785156,17318400
18/04/1994,0.773438,0.789063,10563200
19/04/1994,0.796875,0.789063,5244800
20/04/1994,0.796875,0.765625,8342400
21/04/1994,0.765625,0.800781,10998400
22/04/1994,0.804688,0.808594,8544000
25/04/1994,0.8125,0.820313,8905600
26/04/1994,0.828125,0.835938,7657600
28/04/1994,0.84375,0.882813,27360000
29/04/1994,0.875,0.929688,81587200
2/05/1994,0.921875,0.945313,34179200
3/05/1994,0.90625,0.898438,35827200
4/05/1994,0.898438,0.898438,11635200
5/05/1994,0.890625,0.875,6649600
6/05/1994,0.875,0.878906,6707200
9/05/1994,0.875,0.882813,4393600
10/05/1994,0.875,0.867188,6486400
11/05/1994,0.882813,0.835938,11987200
12/05/1994,0.835938,0.820313,6803200
13/05/1994,0.820313,0.789063,13808000
16/05/1994,0.773438,0.8125,16758400
17/05/1994,0.804688,0.820313,14726400
18/05/1994,0.828125,0.859375,23961600
19/05/1994,0.859375,0.90625,24617600
20/05/1994,0.898438,0.894531,12640000
23/05/1994,0.882813,0.898438,5606400
24/05/1994,0.90625,0.898438,9424000
25/05/1994,0.898438,0.882813,3107200
26/05/1994,0.898438,0.882813,2966400
27/05/1994,0.890625,0.90625,3520000
31/05/1994,0.90625,0.890625,6873600
1/06/1994,0.890625,0.90625,5184000
2/06/1994,0.914063,0.976563,45456000
3/06/1994,0.953125,1,31564800
6/06/1994,1.007813,0.976563,17628800
7/06/1994,0.976563,0.929688,26291200
8/06/1994,0.945313,0.921875,7385600
9/06/1994,0.9375,0.945313,13411200
10/06/1994,0.941406,0.953125,6598400
13/06/1994,0.976563,0.9375,10675200
14/06/1994,0.945313,0.914063,16867200
15/06/1994,0.921875,0.914063,5776000
16/06/1994,0.914063,0.925781,3248000
17/06/1994,0.929688,0.925781,6240000
20/06/1994,0.914063,0.890625,8316800
21/06/1994,0.890625,0.882813,9184000
22/06/1994,0.890625,0.882813,3801600
23/06/1994,0.882813,0.835938,16384000
24/06/1994,0.835938,0.835938,11763200
27/06/1994,0.851563,0.84375,8435200
28/06/1994,0.851563,0.816406,26864000
29/06/1994,0.820313,0.789063,20364800
30/06/1994,0.8125,0.789063,16771200
1/07/1994,0.789063,0.78125,6080000
5/07/1994,0.78125,0.78125,10912000
6/07/1994,0.78125,0.800781,11923200
7/07/1994,0.804688,0.773438,16198400
8/07/1994,0.78125,0.789063,13577600
11/07/1994,0.78125,0.746094,24134400
12/07/1994,0.765625,0.773438,18848000
13/07/1994,0.789063,0.804688,46592000
14/07/1994,0.8125,0.855469,30432000
15/07/1994,0.859375,0.871094,17248000
18/07/1994,0.875,0.847656,5897600
19/07/1994,0.882813,0.835938,18966400
20/07/1994,0.835938,0.867188,30531200
21/07/1994,0.875,0.882813,22262400
22/07/1994,0.882813,0.894531,3737600
25/07/1994,0.898438,0.898438,6137600
26/07/1994,0.914063,0.929688,33443200
27/07/1994,0.929688,0.929688,7696000
28/07/1994,0.914063,0.892578,7952000
29/07/1994,0.90625,0.90625,11449600
1/08/1994,0.914063,0.898438,3228800
2/08/1994,0.90625,0.90625,5795200
3/08/1994,0.898438,0.902344,4905600
4/08/1994,0.90625,0.84375,9513600
5/08/1994,0.84375,0.867188,4614400
8/08/1994,0.875,0.890625,4729600
9/08/1994,0.90625,0.898438,7795200
10/08/1994,0.898438,0.90625,5088000
11/08/1994,0.90625,0.890625,18800000
12/08/1994,0.890625,0.882813,8451200
15/08/1994,0.859375,0.875,12531200
16/08/1994,0.882813,0.851563,13212800
17/08/1994,0.84375,0.84375,14067200
18/08/1994,0.851563,0.859375,19504000
19/08/1994,0.859375,0.859375,6272000
22/08/1994,0.859375,0.878906,11900800
23/08/1994,0.875,0.882813,10915200
24/08/1994,0.882813,0.912109,14630400
25/08/1994,0.90625,0.890625,7299200
26/08/1994,0.890625,0.902344,13036800
29/08/1994,0.914063,0.914063,8617600
30/08/1994,0.90625,0.902344,6185600
31/08/1994,0.902344,0.882813,12489600
1/09/1994,0.875,0.890625,12931200
2/09/1994,0.898438,0.914063,5571200
6/09/1994,0.890625,0.910156,3532800
7/09/1994,0.914063,0.90625,13433600
8/09/1994,0.914063,0.830078,54953600
9/09/1994,0.820313,0.792969,34332800
12/09/1994,0.789063,0.804688,12041600
13/09/1994,0.820313,0.833984,23536000
14/09/1994,0.828125,0.84375,13833600
15/09/1994,0.851563,0.865234,15542400
16/09/1994,0.859375,0.859375,9654400
19/09/1994,0.84375,0.835938,6556800
20/09/1994,0.835938,0.820313,3123200
21/09/1994,0.835938,0.789063,31574400
22/09/1994,0.789063,0.75,53222400
23/09/1994,0.757813,0.728516,43913600
26/09/1994,0.734375,0.726563,27248000
27/09/1994,0.726563,0.75,13993600
28/09/1994,0.75,0.746094,6092800
29/09/1994,0.75,0.75,10646400
30/09/1994,0.765625,0.720703,34262400
3/10/1994,0.71875,0.716797,21497600
4/10/1994,0.710938,0.695313,20492800
5/10/1994,0.695313,0.703125,14025600
6/10/1994,0.710938,0.707031,10089600
7/10/1994,0.710938,0.71875,11235200
10/10/1994,0.726563,0.726563,6960000
11/10/1994,0.742188,0.789063,26841600
12/10/1994,0.796875,0.789063,9388800
13/10/1994,0.804688,0.796875,8198400
14/10/1994,0.789063,0.765625,17459200
17/10/1994,0.765625,0.78125,5139200
18/10/1994,0.78125,0.765625,6262400
19/10/1994,0.757813,0.773438,4736000
20/10/1994,0.773438,0.773438,3363200
21/10/1994,0.773438,0.787109,6256000
24/10/1994,0.78125,0.75,13104000
25/10/1994,0.75,0.761719,2704000
26/10/1994,0.765625,0.78125,6835200
27/10/1994,0.789063,0.804688,8320000
28/10/1994,0.8125,0.875,29497600
31/10/1994,0.851563,0.847656,18406400
1/11/1994,0.835938,0.841797,14284800
2/11/1994,0.851563,0.875,17875200
3/11/1994,0.867188,0.882813,22345600
4/11/1994,0.882813,0.898438,9897600
7/11/1994,0.890625,0.894531,12435200
8/11/1994,0.890625,0.898438,62451200
9/11/1994,0.90625,0.882813,43059200
10/11/1994,0.890625,0.890625,17564800
11/11/1994,0.886719,0.882813,8611200
14/11/1994,0.882813,0.882813,12563200
15/11/1994,0.875,0.875,9238400
16/11/1994,0.875,0.890625,7952000
17/11/1994,0.890625,0.878906,7305600
18/11/1994,0.882813,0.878906,4771200
21/11/1994,0.882813,0.879395,17318400
22/11/1994,0.875,0.835938,17596800
23/11/1994,0.828125,0.820313,14076800
25/11/1994,0.824219,0.816406,3414400
28/11/1994,0.824219,0.832031,5801600
29/11/1994,0.839844,0.847656,16060800
30/11/1994,0.851563,0.837891,8755200
1/12/1994,0.835938,0.816406,11747200
2/12/1994,0.816406,0.832031,8739200
5/12/1994,0.84375,0.835938,3920000
6/12/1994,0.839844,0.832031,5424000
7/12/1994,0.832031,0.792969,22713600
8/12/1994,0.800781,0.775391,13952000
9/12/1994,0.777344,0.773438,21219200
12/12/1994,0.777344,0.796875,15299200
13/12/1994,0.800781,0.816406,8592000
14/12/1994,0.824219,0.808594,11392000
15/12/1994,0.808594,0.808594,8208000
16/12/1994,0.808594,0.849609,22291200
19/12/1994,0.84375,0.84375,6825600
20/12/1994,0.847656,0.820313,8768000
21/12/1994,0.820313,0.839844,8544000
22/12/1994,0.839844,0.828125,5043200
23/12/1994,0.835938,0.835938,8560000
27/12/1994,0.835938,0.847656,12902400
28/12/1994,0.859375,0.847656,6080000
29/12/1994,0.851563,0.867188,13033600
30/12/1994,0.871094,0.859375,4076800
3/01/1995,0.851563,0.835938,8275200
4/01/1995,0.832031,0.820313,8144000
5/01/1995,0.820313,0.798828,12259200
6/01/1995,0.800781,0.773438,11440000
9/01/1995,0.78125,0.796875,10464000
10/01/1995,0.796875,0.800781,9100800
11/01/1995,0.804688,0.791016,8665600
12/01/1995,0.789063,0.785156,4873600
13/01/1995,0.78125,0.773438,16172800
16/01/1995,0.777344,0.78125,11772800
17/01/1995,0.785156,0.759766,18742400
18/01/1995,0.761719,0.765625,12643200
19/01/1995,0.765625,0.759766,31820800
20/01/1995,0.765625,0.765625,31046400
23/01/1995,0.757813,0.75,6899200
24/01/1995,0.742188,0.75,11456000
25/01/1995,0.75,0.742188,6275200
26/01/1995,0.734375,0.744141,8646400
27/01/1995,0.742188,0.757813,11728000
30/01/1995,0.765625,0.75,3865600
31/01/1995,0.753906,0.75,16057600
1/02/1995,0.746094,0.728516,13094400
2/02/1995,0.734375,0.75,44304000
3/02/1995,0.757813,0.789063,35881600
6/02/1995,0.796875,0.775391,13811200
7/02/1995,0.777344,0.796875,16009600
8/02/1995,0.792969,0.8125,21270400
9/02/1995,0.8125,0.800781,5689600
10/02/1995,0.808594,0.792969,5225600
13/02/1995,0.792969,0.802734,6185600
14/02/1995,0.804688,0.820313,15001600
15/02/1995,0.820313,0.8125,6854400
16/02/1995,0.816406,0.800781,5417600
