Date,Open,Close,Volume
26/06/1992,0.328125,0.335938,224358400
29/06/1992,0.339844,0.359375,58732800
30/06/1992,0.367188,0.347656,34777600
1/07/1992,0.351563,0.355469,18316800
2/07/1992,0.359375,0.355469,13996800
6/07/1992,0.351563,0.355469,5753600
7/07/1992,0.355469,0.355469,10662400
8/07/1992,0.355469,0.347656,15500800
9/07/1992,0.351563,0.359375,3923200
10/07/1992,0.359375,0.363281,11040000
13/07/1992,0.363281,0.371094,5996800
14/07/1992,0.371094,0.371094,17062400
15/07/1992,0.375,0.382813,4992000
16/07/1992,0.382813,0.408203,17062400
17/07/1992,0.410156,0.429688,15667200
20/07/1992,0.427734,0.433594,19744000
21/07/1992,0.4375,0.4375,7782400
22/07/1992,0.433594,0.433594,10892800
23/07/1992,0.433594,0.441406,10387200
24/07/1992,0.433594,0.445313,7052800
27/07/1992,0.449219,0.455078,11430400
28/07/1992,0.460938,0.4375,18009600
29/07/1992,0.4375,0.416016,30848000
30/07/1992,0.410156,0.414063,11737600
31/07/1992,0.414063,0.416016,6886400
3/08/1992,0.410156,0.419922,4832000
4/08/1992,0.421875,0.427734,6822400
5/08/1992,0.425781,0.410156,9516800
6/08/1992,0.40625,0.410156,3673600
7/08/1992,0.410156,0.425781,8825600
10/08/1992,0.417969,0.425781,5888000
11/08/1992,0.433594,0.429688,4147200
12/08/1992,0.421875,0.410156,12736000
13/08/1992,0.410156,0.410156,48320000
14/08/1992,0.40625,0.386719,17849600
17/08/1992,0.390625,0.394531,2681600
18/08/1992,0.382813,0.390625,2860800
19/08/1992,0.382813,0.390625,2380800
20/08/1992,0.390625,0.386719,2489600
21/08/1992,0.386719,0.378906,2048000
24/08/1992,0.382813,0.382813,6905600
25/08/1992,0.375,0.378906,4128000
26/08/1992,0.375,0.375,19385600
27/08/1992,0.378906,0.382813,6169600
28/08/1992,0.382813,0.390625,3417600
31/08/1992,0.390625,0.388672,4441600
1/09/1992,0.390625,0.394531,2387200
2/09/1992,0.402344,0.431641,11692800
3/09/1992,0.429688,0.445313,16480000
4/09/1992,0.445313,0.449219,4249600
8/09/1992,0.453125,0.486328,17139200
9/09/1992,0.464844,0.480469,25299200
10/09/1992,0.472656,0.476563,8889600
11/09/1992,0.472656,0.488281,13036800
14/09/1992,0.496094,0.511719,13068800
15/09/1992,0.503906,0.480469,18099200
16/09/1992,0.460938,0.464844,14963200
17/09/1992,0.46875,0.445313,13459200
18/09/1992,0.4375,0.425781,17260800
21/09/1992,0.429688,0.460938,24012800
22/09/1992,0.460938,0.480469,19206400
23/09/1992,0.480469,0.476563,26912000
24/09/1992,0.480469,0.480469,5459200
25/09/1992,0.476563,0.476563,12102400
28/09/1992,0.480469,0.501953,7532800
29/09/1992,0.496094,0.482422,9593600
30/09/1992,0.480469,0.472656,11123200
1/10/1992,0.480469,0.460938,4556800
2/10/1992,0.457031,0.449219,5926400
5/10/1992,0.425781,0.453125,12755200
6/10/1992,0.460938,0.457031,6022400
7/10/1992,0.457031,0.445313,3692800
8/10/1992,0.449219,0.457031,2470400
9/10/1992,0.457031,0.447266,2432000
12/10/1992,0.445313,0.464844,4134400
13/10/1992,0.464844,0.472656,4390400
14/10/1992,0.472656,0.464844,4742400
15/10/1992,0.460938,0.46875,2950400
16/10/1992,0.46875,0.484375,8774400
19/10/1992,0.488281,0.507813,14745600
20/10/1992,0.511719,0.5,8032000
21/10/1992,0.503906,0.492188,3366400
22/10/1992,0.5,0.503906,5772800
23/10/1992,0.503906,0.5,5785600
26/10/1992,0.507813,0.496094,7436800
27/10/1992,0.496094,0.460938,19462400
28/10/1992,0.457031,0.441406,22240000
29/10/1992,0.453125,0.46875,21280000
30/10/1992,0.46875,0.460938,5120000
2/11/1992,0.464844,0.445313,18604800
3/11/1992,0.449219,0.457031,5952000
4/11/1992,0.457031,0.455078,3699200
5/11/1992,0.449219,0.464844,17504000
6/11/1992,0.46875,0.496094,25056000
9/11/1992,0.5,0.5,13024000
10/11/1992,0.503906,0.488281,4870400
11/11/1992,0.492188,0.496094,4230400
12/11/1992,0.5,0.480469,12524800
13/11/1992,0.488281,0.5,11520000
16/11/1992,0.503906,0.503906,12582400
17/11/1992,0.507813,0.507813,8256000
18/11/1992,0.5,0.53125,25280000
19/11/1992,0.53125,0.5625,19276800
20/11/1992,0.5625,0.556641,46131200
23/11/1992,0.5625,0.558594,16620800
24/11/1992,0.5625,0.5625,6067200
25/11/1992,0.566406,0.576172,8051200
27/11/1992,0.582031,0.572266,2464000
30/11/1992,0.582031,0.589844,9465600
1/12/1992,0.59375,0.578125,9171200
2/12/1992,0.574219,0.558594,44780800
3/12/1992,0.558594,0.550781,28006400
4/12/1992,0.541016,0.550781,24364800
7/12/1992,0.554688,0.537109,34515200
8/12/1992,0.539063,0.535156,16448000
9/12/1992,0.527344,0.527344,7718400
10/12/1992,0.519531,0.546875,14259200
11/12/1992,0.550781,0.542969,5734400
14/12/1992,0.546875,0.535156,7123200
15/12/1992,0.535156,0.550781,6867200
16/12/1992,0.548828,0.5625,17529600
17/12/1992,0.570313,0.578125,14988800
18/12/1992,0.578125,0.574219,4473600
21/12/1992,0.574219,0.582031,3046400
22/12/1992,0.582031,0.570313,4441600
23/12/1992,0.566406,0.554688,7808000
24/12/1992,0.554688,0.546875,5420800
28/12/1992,0.546875,0.544922,3699200
29/12/1992,0.539063,0.5625,13766400
30/12/1992,0.5625,0.5625,8992000
31/12/1992,0.566406,0.578125,5836800
4/01/1993,0.582031,0.582031,13376000
5/01/1993,0.578125,0.59375,14240000
6/01/1993,0.597656,0.601563,18329600
7/01/1993,0.601563,0.617188,33414400
8/01/1993,0.617188,0.609375,24044800
11/01/1993,0.613281,0.601563,15705600
12/01/1993,0.609375,0.595703,6220800
13/01/1993,0.601563,0.59375,14291200
14/01/1993,0.59375,0.640625,19065600
15/01/1993,0.644531,0.628906,32748800
18/01/1993,0.628906,0.636719,10521600
19/01/1993,0.640625,0.621094,11148800
20/01/1993,0.621094,0.607422,7315200
21/01/1993,0.609375,0.59375,15052800
22/01/1993,0.601563,0.605469,9196800
25/01/1993,0.605469,0.613281,13228800
26/01/1993,0.613281,0.613281,10803200
27/01/1993,0.613281,0.597656,10060800
28/01/1993,0.597656,0.589844,3468800
29/01/1993,0.591797,0.601563,2848000
1/02/1993,0.597656,0.589844,7974400
2/02/1993,0.589844,0.601563,17094400
3/02/1993,0.613281,0.601563,6099200
4/02/1993,0.601563,0.625,10611200
5/02/1993,0.625,0.601563,8742400
8/02/1993,0.601563,0.591797,6201600
9/02/1993,0.597656,0.570313,16409600
10/02/1993,0.574219,0.554688,11840000
11/02/1993,0.554688,0.558594,4608000
12/02/1993,0.558594,0.556641,3769600
16/02/1993,0.542969,0.542969,21036800
17/02/1993,0.542969,0.529297,25715200
18/02/1993,0.535156,0.539063,11219200
19/02/1993,0.542969,0.53125,9798400
22/02/1993,0.53125,0.529297,5184000
23/02/1993,0.53125,0.515625,20089600
24/02/1993,0.507813,0.527344,16672000
25/02/1993,0.527344,0.558594,10336000
26/02/1993,0.5625,0.566406,4563200
1/03/1993,0.566406,0.550781,2956800
2/03/1993,0.558594,0.570313,6374400
3/03/1993,0.566406,0.585938,6956800
4/03/1993,0.585938,0.585938,17971200
5/03/1993,0.585938,0.578125,4896000
8/03/1993,0.574219,0.578125,5075200
9/03/1993,0.574219,0.578125,5280000
10/03/1993,0.578125,0.570313,3104000
11/03/1993,0.585938,0.615234,29836800
12/03/1993,0.613281,0.605469,15372800
15/03/1993,0.613281,0.625,8569600
16/03/1993,0.625,0.617188,7276800
17/03/1993,0.609375,0.609375,5907200
18/03/1993,0.609375,0.605469,2547200
19/03/1993,0.613281,0.601563,2745600
22/03/1993,0.597656,0.601563,3737600
23/03/1993,0.601563,0.605469,7929600
24/03/1993,0.605469,0.605469,6816000
25/03/1993,0.605469,0.613281,4601600
26/03/1993,0.621094,0.589844,13171200
29/03/1993,0.585938,0.585938,4569600
30/03/1993,0.589844,0.574219,5478400
31/03/1993,0.582031,0.59375,4524800
1/04/1993,0.59375,0.597656,2784000
2/04/1993,0.59375,0.589844,5049600
5/04/1993,0.589844,0.585938,3001600
6/04/1993,0.585938,0.546875,23270400
7/04/1993,0.546875,0.5625,14681600
8/04/1993,0.566406,0.609375,17817600
12/04/1993,0.609375,0.605469,9100800
13/04/1993,0.609375,0.617188,6752000
14/04/1993,0.625,0.617188,2873600
15/04/1993,0.613281,0.617188,2886400
16/04/1993,0.613281,0.605469,7936000
19/04/1993,0.601563,0.621094,8748800
20/04/1993,0.617188,0.59375,19801600
21/04/1993,0.601563,0.605469,10035200
22/04/1993,0.605469,0.609375,7628800
23/04/1993,0.609375,0.589844,6246400
26/04/1993,0.589844,0.587891,5990400
27/04/1993,0.589844,0.589844,5280000
28/04/1993,0.589844,0.601563,4595200
29/04/1993,0.601563,0.609375,6297600
30/04/1993,0.617188,0.605469,5964800
3/05/1993,0.617188,0.632813,17926400
4/05/1993,0.632813,0.65625,28633600
5/05/1993,0.660156,0.660156,42073600
6/05/1993,0.660156,0.667969,12256000
7/05/1993,0.667969,0.660156,3564800
10/05/1993,0.660156,0.6875,11334400
11/05/1993,0.683594,0.703125,15891200
12/05/1993,0.703125,0.691406,19750400
13/05/1993,0.6875,0.675781,10489600
14/05/1993,0.667969,0.691406,13088000
17/05/1993,0.695313,0.685547,9683200
18/05/1993,0.683594,0.695313,7244800
19/05/1993,0.695313,0.699219,10726400
20/05/1993,0.703125,0.746094,30355200
21/05/1993,0.746094,0.730469,24134400
24/05/1993,0.726563,0.734375,15596800
25/05/1993,0.734375,0.738281,8627200
26/05/1993,0.738281,0.75,10630400
27/05/1993,0.753906,0.757813,10636800
28/05/1993,0.757813,0.75,10681600
1/06/1993,0.75,0.734375,15065600
2/06/1993,0.734375,0.734375,9049600
3/06/1993,0.730469,0.751953,11008000
4/06/1993,0.746094,0.742188,4691200
7/06/1993,0.75,0.761719,6374400
8/06/1993,0.738281,0.722656,17606400
9/06/1993,0.722656,0.730469,12614400
10/06/1993,0.730469,0.738281,7712000
11/06/1993,0.730469,0.765625,14060800
14/06/1993,0.761719,0.757813,6457600
15/06/1993,0.753906,0.742188,5753600
16/06/1993,0.730469,0.753906,6195200
17/06/1993,0.746094,0.757813,4025600
18/06/1993,0.757813,0.722656,14003200
21/06/1993,0.730469,0.705078,13030400
22/06/1993,0.699219,0.726563,13811200
23/06/1993,0.732422,0.71875,4998400
24/06/1993,0.71875,0.742188,11520000
25/06/1993,0.75,0.757813,6278400
28/06/1993,0.765625,0.765625,3500800
29/06/1993,0.765625,0.75,6150400
30/06/1993,0.75,0.765625,8140800
1/07/1993,0.761719,0.773438,12441600
2/07/1993,0.785156,0.804688,20870400
6/07/1993,0.816406,0.835938,19302400
7/07/1993,0.835938,0.828125,15660800
8/07/1993,0.832031,0.833984,10982400
9/07/1993,0.828125,0.808594,13344000
12/07/1993,0.796875,0.773438,21868800
13/07/1993,0.773438,0.753906,22316800
14/07/1993,0.75,0.777344,20172800
15/07/1993,0.777344,0.78125,12601600
16/07/1993,0.78125,0.78125,10681600
19/07/1993,0.773438,0.765625,18796800
20/07/1993,0.765625,0.773438,14739200
21/07/1993,0.777344,0.785156,11539200
22/07/1993,0.78125,0.753906,11270400
23/07/1993,0.753906,0.761719,9811200
26/07/1993,0.761719,0.746094,13286400
27/07/1993,0.744141,0.765625,14284800
28/07/1993,0.765625,0.75,4000000
29/07/1993,0.75,0.753906,6201600
30/07/1993,0.746094,0.742188,4153600
2/08/1993,0.753906,0.712891,17254400
3/08/1993,0.71875,0.707031,35795200
4/08/1993,0.714844,0.71875,9862400
5/08/1993,0.722656,0.742188,20044800
6/08/1993,0.75,0.746094,11974400
9/08/1993,0.746094,0.765625,12998400
10/08/1993,0.765625,0.757813,2624000
11/08/1993,0.761719,0.775391,10720000
12/08/1993,0.78125,0.753906,18336000
13/08/1993,0.753906,0.753906,6444800
16/08/1993,0.753906,0.753906,2073600
17/08/1993,0.742188,0.761719,8627200
18/08/1993,0.746094,0.734375,9785600
19/08/1993,0.742188,0.730469,7392000
20/08/1993,0.726563,0.707031,24614400
23/08/1993,0.710938,0.734375,14201600
24/08/1993,0.734375,0.730469,11571200
25/08/1993,0.734375,0.742188,11225600
26/08/1993,0.742188,0.738281,11315200
27/08/1993,0.742188,0.738281,12691200
30/08/1993,0.75,0.769531,27353600
31/08/1993,0.773438,0.757813,7801600
1/09/1993,0.753906,0.789063,24608000
2/09/1993,0.796875,0.8125,14361600
3/09/1993,0.8125,0.792969,15161600
7/09/1993,0.789063,0.761719,15987200
8/09/1993,0.761719,0.765625,21209600
9/09/1993,0.757813,0.78125,24723200
10/09/1993,0.777344,0.789063,13216000
13/09/1993,0.789063,0.777344,6419200
14/09/1993,0.765625,0.761719,12627200
15/09/1993,0.753906,0.753906,8723200
16/09/1993,0.753906,0.753906,3001600
17/09/1993,0.746094,0.753906,9516800
20/09/1993,0.75,0.742188,10265600
21/09/1993,0.746094,0.734375,8051200
22/09/1993,0.734375,0.765625,10572800
23/09/1993,0.765625,0.761719,11603200
24/09/1993,0.753906,0.765625,3142400
27/09/1993,0.765625,0.785156,11936000
28/09/1993,0.792969,0.816406,19296000
29/09/1993,0.816406,0.835938,29811200
30/09/1993,0.84375,0.855469,23881600
1/10/1993,0.859375,0.835938,11289600
4/10/1993,0.84375,0.828125,10928000
5/10/1993,0.835938,0.820313,9113600
6/10/1993,0.820313,0.8125,10025600
7/10/1993,0.820313,0.851563,26134400
8/10/1993,0.851563,0.851563,13430400
11/10/1993,0.867188,0.851563,16281600
12/10/1993,0.851563,0.851563,9689600
13/10/1993,0.859375,0.84375,5667200
14/10/1993,0.851563,0.851563,3968000
15/10/1993,0.851563,0.851563,12083200
18/10/1993,0.84375,0.851563,5200000
19/10/1993,0.851563,0.8125,6451200
20/10/1993,0.820313,0.796875,8924800
21/10/1993,0.804688,0.851563,9440000
22/10/1993,0.851563,0.84375,6227200
25/10/1993,0.84375,0.8125,4048000
26/10/1993,0.828125,0.8125,2019200
27/10/1993,0.828125,0.8125,2880000
28/10/1993,0.8125,0.84375,8435200
29/10/1993,0.835938,0.835938,3913600
1/11/1993,0.820313,0.851563,5088000
2/11/1993,0.851563,0.835938,5145600
3/11/1993,0.828125,0.808594,6704000
4/11/1993,0.804688,0.796875,5414400
5/11/1993,0.785156,0.828125,8393600
8/11/1993,0.828125,0.835938,2832000
9/11/1993,0.820313,0.824219,2659200
10/11/1993,0.820313,0.8125,5068800
11/11/1993,0.8125,0.804688,3136000
12/11/1993,0.804688,0.804688,2851200
15/11/1993,0.804688,0.78125,4899200
16/11/1993,0.789063,0.78125,7132800
17/11/1993,0.789063,0.75,5001600
18/11/1993,0.765625,0.730469,20124800
19/11/1993,0.710938,0.707031,16822400
22/11/1993,0.703125,0.671875,42563200
23/11/1993,0.703125,0.71875,35849600
24/11/1993,0.710938,0.703125,11238400
26/11/1993,0.71875,0.703125,2361600
